iter	Logloss
333	0.39187544
334	0.3915750226
335	0.391172253
336	0.3907504285
337	0.3903857607
338	0.3900418576
339	0.3896937071
340	0.3893756963
341	0.389016219
342	0.3886438558
343	0.388310167
344	0.3879493644
345	0.3876069344
346	0.3872634955
347	0.3868187513
348	0.3863850119
349	0.3860797566
350	0.3857526991
351	0.3852387127
352	0.384920385
353	0.3845473467
354	0.3841318546
355	0.3837679162
356	0.3833655004
357	0.3829784492
358	0.3825116745
359	0.3822186695
360	0.3819329827
361	0.3816220682
362	0.3812490165
363	0.3808720406
364	0.380586251
365	0.3802113482
366	0.3798818709
367	0.3794793849
368	0.379117489
369	0.3787031062
370	0.3783433213
371	0.377949729
372	0.3775903663
373	0.3772715783
374	0.3768245306
375	0.3764475859
376	0.3759481487
377	0.3756379528
378	0.3752429018
379	0.3749001015
380	0.3745733365
381	0.3742769766
382	0.3739080494
383	0.3735480196
384	0.3731987421
385	0.3728479519
386	0.3725248843
387	0.3721879882
388	0.3718941423
389	0.3716193403
390	0.3712540782
391	0.3708905663
392	0.3705231857
393	0.3701897885
394	0.3699211399
395	0.3695120499
396	0.3691640489
397	0.3688556267
398	0.3685384112
399	0.3682544796
400	0.367919043
401	0.3674952272
402	0.3671507403
403	0.3668599232
404	0.3665177806
405	0.3661684093
406	0.3657942633
407	0.3655755803
408	0.3652127611
409	0.3648667404
410	0.3645764529
411	0.3642970419
412	0.3638994008
413	0.3635065006
414	0.3631958773
415	0.3629396012
416	0.3626520338
417	0.3623716932
418	0.3620620014
419	0.3617349018
420	0.3614415498
421	0.3611359749
422	0.3608343409
423	0.3605103317
424	0.3602682489
425	0.3598940822
426	0.3595600814
427	0.3592836434
428	0.3590097567
429	0.3586144297
430	0.3583095989
431	0.3580282151
432	0.357713187
433	0.3573756788
434	0.3570748862
435	0.3567936368
436	0.3563501332
437	0.3560809628
438	0.3557956574
439	0.3554050232
440	0.3551321758
441	0.3548637853
442	0.354550477
443	0.3542203258
444	0.3539545884
445	0.3537050423
446	0.3533708367
447	0.353180276
448	0.3529358649
449	0.3525738173
450	0.3521980554
451	0.3518505032
452	0.3515523767
453	0.3512905484
454	0.3509747848
455	0.3506551653
456	0.3503336166
457	0.3500674005
458	0.3497183197
459	0.3494617868
460	0.3491477648
461	0.3488743201
462	0.3485308978
463	0.3481015571
464	0.3478405467
465	0.3474498995
466	0.3471208994
467	0.3468025868
468	0.3464538975
469	0.3461314142
470	0.3458181065
471	0.3455763972
472	0.3453068
473	0.3450622989
474	0.3447637465
475	0.3444422065
476	0.3441634329
477	0.3439254839
478	0.3435492382
479	0.3432563367
480	0.3429450137
481	0.3426361043
482	0.3423610394
483	0.3420782129
484	0.3417121135
485	0.3413976434
486	0.3411053818
487	0.3407148039
488	0.3404237881
489	0.3401788838
490	0.3399266175
491	0.3396421694
492	0.3392559299
493	0.3389575559
494	0.3387148783
495	0.3384586077
496	0.3381786612
497	0.3378401488
498	0.3375559889
499	0.3373065786
500	0.3370347572
501	0.3367459
502	0.3364268115
503	0.3361637331
504	0.3358690319
505	0.3355848667
506	0.3352844234
507	0.3350615833
508	0.334745328
509	0.3344569814
510	0.3342080702
511	0.3339428372
512	0.3335533246
513	0.3331913061
514	0.3329386464
515	0.3326419397
516	0.3323265871
517	0.3320606514
518	0.3318040429
519	0.3314375799
520	0.3311718886
521	0.3309657432
522	0.3306595157
523	0.3302734891
524	0.3300330654
525	0.329770132
526	0.3294884862
527	0.3292122822
528	0.3288839579
529	0.3286673169
530	0.3283830499
531	0.3281031634
532	0.3278445441
533	0.3276133797
534	0.3273544749
535	0.3270086853
536	0.3267072411
537	0.3264691889
538	0.3261535865
539	0.3258639862
540	0.325508381
541	0.3252572992
542	0.3249903074
543	0.3246877725
544	0.3244082194
545	0.3241251076
546	0.3237201201
547	0.3234386228
548	0.3231997514
549	0.3229680183
550	0.3227237057
551	0.3224247852
552	0.3220857288
553	0.3217854712
554	0.3216128206
555	0.3212992224
556	0.3210762208
557	0.3207768096
558	0.3205199326
559	0.3202893087
560	0.3199464182
561	0.3197670781
562	0.3195139165
563	0.319236206
564	0.3189926738
565	0.3187292134
566	0.3185055227
567	0.3182888866
568	0.3180627964
569	0.3178266319
570	0.3175749108
571	0.3172039123
572	0.316868579
573	0.3166101848
574	0.3162828868
575	0.3160160156
576	0.315596847
577	0.3153521388
578	0.315021834
579	0.3147407355
580	0.3144310255
581	0.314102535
582	0.3138430716
583	0.313584749
584	0.3133576656
585	0.3131162579
586	0.3129341014
587	0.3127129543
588	0.3124545789
589	0.3122180658
590	0.3119862495
591	0.3117327229
592	0.3114754622
593	0.3111449478
594	0.3108884377
595	0.3106422139
596	0.3104419762
597	0.3102201826
598	0.3099774866
599	0.3096687318
600	0.3093626361
601	0.309019395
602	0.3087666201
603	0.3084837952
604	0.3082375997
605	0.3079980253
606	0.3077920613
607	0.3075469071
608	0.307320074
609	0.307061333
610	0.3068201092
611	0.3065910194
612	0.3063518996
613	0.3061561995
614	0.3059169287
615	0.3056259852
616	0.3054237644
617	0.3051549699
618	0.3049653438
619	0.3047584115
620	0.3045266933
621	0.3042634641
622	0.3039997668
623	0.3037355186
624	0.3034318723
625	0.3031859443
626	0.3029801727
627	0.3027617154
628	0.3025185996
629	0.302295557
630	0.3019973028
631	0.3017401166
632	0.3014778786
633	0.3011890752
634	0.3009916701
635	0.3007306007
636	0.3005328784
637	0.3002870891
638	0.299942706
639	0.2997191217
640	0.2994695494
641	0.2992611857
642	0.299024779
643	0.2988435949
644	0.2986772191
645	0.2984826321
646	0.2982960069
647	0.2980737155
648	0.2979128166
649	0.2977164177
650	0.2974657441
651	0.2972672698
652	0.2970930057
653	0.2968379071
654	0.2966050927
655	0.2963935756
656	0.296125273
657	0.2959360777
658	0.2956863043
659	0.2955274237
660	0.2952835354
661	0.2950999343
662	0.294896478
663	0.2946721105
664	0.2944497886
665	0.2942440055
666	0.294005231
667	0.2937660149
668	0.2935073523
669	0.2933261965
670	0.2931185626
671	0.2928150455
672	0.2926086506
673	0.2923867659
674	0.292195866
675	0.2919721263
676	0.291782303
677	0.2916022802
678	0.2914460708
679	0.2912805824
680	0.291063387
681	0.2908792528
682	0.2906675363
683	0.2903904264
684	0.290181343
685	0.2899874221
686	0.2897341199
687	0.2894900242
688	0.289218391
689	0.2889493783
690	0.2887348838
691	0.2885334133
692	0.2882992987
693	0.2881333471
694	0.2879675247
695	0.2877512035
696	0.2875765506
697	0.287391601
698	0.2870604171
699	0.2868295499
700	0.2865924126
701	0.2863811449
702	0.2861105722
703	0.2859027209
704	0.2856756698
705	0.2854627529
706	0.2852468605
707	0.2849738487
708	0.2847643314
709	0.2845510731
710	0.2843306369
711	0.2841292298
712	0.2839050252
713	0.2837452913
714	0.2835301235
715	0.2833003423
716	0.2831195511
717	0.2828888694
718	0.2826819244
719	0.2824862323
720	0.282252523
721	0.2819977496
722	0.2818000801
723	0.2816172402
724	0.2813987132
725	0.2811692793
726	0.2809058073
727	0.2805965834
728	0.2804162736
729	0.2801260135
730	0.2799308404
731	0.2796861175
732	0.2794721374
733	0.2792841063
734	0.2789515037
735	0.2787617352
736	0.2785791849
737	0.278408788
738	0.2782480064
739	0.278035575
740	0.2778150901
741	0.2775735201
742	0.2773141734
743	0.2770916481
744	0.2768689248
745	0.2767000428
746	0.2765254506
747	0.2762745959
748	0.2759831391
749	0.2757660143
750	0.2755802489
751	0.275285456
752	0.275105653
753	0.274916671
754	0.2746589439
755	0.2744577664
756	0.2743108902
757	0.2740898767
758	0.2738993606
759	0.2736642642
760	0.2734076808
761	0.2731945604
762	0.2729767782
763	0.2727369174
764	0.2725501721
765	0.2724206077
766	0.2721857316
767	0.2719794913
768	0.271806388
769	0.2715980671
770	0.2713753906
771	0.2711946615
772	0.2710266298
773	0.2708560675
774	0.2706147661
775	0.2704225944
776	0.270203885
777	0.2700200582
778	0.2698137554
779	0.269600992
780	0.2694531158
781	0.269227129
782	0.2690427889
783	0.2688577937
784	0.2686792475
785	0.268526144
786	0.2683261383
787	0.2681650248
788	0.2679475585
789	0.2676842515
790	0.2675588135
791	0.2673468155
792	0.2671679381
793	0.2670404216
794	0.2668198801
795	0.2665818809
796	0.2663870186
797	0.2662356318
798	0.2660238129
799	0.2658448589
800	0.2656351124
801	0.2654745202
802	0.2652941713
803	0.2651476448
804	0.2649767729
805	0.2648362394
806	0.2646462685
807	0.2644871562
808	0.2642737028
809	0.2641164597
810	0.2639270446
811	0.2637381037
812	0.2634609883
813	0.2632530811
814	0.2630841259
815	0.2628803819
816	0.2627449126
817	0.2625522567
818	0.262365816
819	0.2621341419
820	0.2619668351
821	0.2617177612
822	0.2615617875
823	0.2614041787
824	0.2612057099
825	0.2610313867
826	0.2608680299
827	0.2606458555
828	0.2604690415
829	0.2603199614
830	0.260156125
831	0.2599505978
832	0.2597989687
833	0.2595994519
834	0.2594264918
835	0.2591575543
836	0.259007606
837	0.2588335787
838	0.2586728011
839	0.2585260185
840	0.2583234015
841	0.2581254098
842	0.2579700909
843	0.2577782609
844	0.2576162194
845	0.2574482229
846	0.2573157526
847	0.2570939998
848	0.2568827025
849	0.2567752891
850	0.2565310405
851	0.2563564907
852	0.2561656168
853	0.2560159748
854	0.2558610924
855	0.2556851369
856	0.2554757848
857	0.2553010233
858	0.2551717076
859	0.2549596557
860	0.254802108
861	0.2546201876
862	0.2544350903
863	0.2542521366
864	0.2540598401
865	0.253881194
866	0.2536842793
867	0.2534357054
868	0.2532575163
869	0.2530587525
870	0.2528541576
871	0.2526982071
872	0.2525914168
873	0.2524577689
874	0.2523022097
875	0.2521069549
876	0.2518991009
877	0.2517220113
878	0.2515244265
879	0.2513553302
880	0.2511720709
881	0.2510114653
882	0.2508657871
883	0.2507071329
884	0.2505582009
885	0.2503688373
886	0.2502297222
887	0.2500666737
888	0.249833432
889	0.249639343
890	0.2493876762
891	0.2492222317
892	0.2490210585
893	0.2489075156
894	0.2486881832
895	0.2485050279
896	0.2483008638
897	0.2481184647
898	0.2478933602
899	0.2477137702
900	0.2475264276
901	0.2473608153
902	0.2472127104
903	0.2470535935
904	0.2468469795
905	0.2467016001
906	0.2465378169
907	0.2463863953
908	0.2462191861
909	0.2460937066
910	0.2459150477
911	0.2457792623
912	0.2456014519
913	0.2454149022
914	0.2452277147
915	0.2450408291
916	0.2448939081
917	0.2447622872
918	0.2446120223
919	0.2444300318
920	0.244273375
921	0.2441039507
922	0.2439766648
923	0.2437947813
924	0.243618857
925	0.2434444502
926	0.2432535421
927	0.2431162521
928	0.2429562726
929	0.2428106571
930	0.242630423
931	0.2424495307
932	0.2422786455
933	0.2420626114
934	0.2419343285
935	0.2417529519
936	0.2415628877
937	0.2413626226
938	0.2411818086
939	0.2409770263
940	0.2408158813
941	0.2406033784
942	0.2404416931
943	0.240254953
944	0.2400989081
945	0.2399544066
946	0.2397242541
947	0.2395769879
948	0.2394474754
949	0.2392907271
950	0.2391501941
951	0.2389651665
952	0.238795023
953	0.2386288247
954	0.2384119244
955	0.238247272
956	0.2380917809
957	0.2379246348
958	0.2377634311
959	0.2375510064
960	0.2373670122
961	0.2371794929
962	0.2369943388
963	0.2368364399
964	0.2366799311
965	0.2365267541
966	0.2363062983
967	0.2361567879
968	0.2359848371
969	0.2358084111
970	0.2356437769
971	0.2355083211
972	0.2353505958
973	0.2351692489
974	0.2350173004
975	0.2348544285
976	0.2346704509
977	0.2345409158
978	0.2343503625
979	0.2341803123
980	0.2340245808
981	0.2338474744
982	0.2336634948
983	0.2335397256
984	0.233349644
985	0.2332217064
986	0.233064591
987	0.2328703405
988	0.2327440945
989	0.2325926007
990	0.2324160908
991	0.2322397003
992	0.2320677647
993	0.2319108531
994	0.2317337956
995	0.2315552261
996	0.2314152533
997	0.231256758
998	0.231107855
999	0.2309372883
